title,adult,genres,original_language,popularity,release_date,runtime,vote_count,actors,director,keywords,rounded_averages,num_genres,main_genre,num_actors,main_actor,release_year,log_vote_count,log_popularity,log_runtime
Cronos,False,"['Drama', 'Horror', 'Thriller']",es,13.205,1993-11-05,94.0,602.0,"['Federico Luppi', 'Ron Perlman', 'Claudio Brook', 'Margarita Isabel']",Unknown,"['immortality', 'scarab', 'invention', 'tycoon', 'aging', 'industrialist', 'antique dealer']",6.7,0.0,,0.0,,1993,6.401917196727186,2.6535940153061515,4.553876891600541
Berserk: The Golden Age Arc III - The Advent,False,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Animation']",ja,23.43,2013-02-01,110.0,328.0,"['Hiroaki Iwanaga', 'Toa Yukinari', 'Takahiro Sakurai', 'Takahiro Fujiwara']",Unknown,"['mercenary', 'sorcery', 'sword fight', 'based on manga', 'demon', 'dark fantasy', 'seinen']",7.6,0.0,,0.0,,2013,5.796057750765372,3.195811885269649,4.709530201312334
True Spirit,False,"['Adventure', 'Drama', 'History']",en,14.323,2023-01-26,109.0,184.0,"['Teagan Croft', 'Cliff Curtis', 'Alyla Browne', 'Josh Lawson']",Unknown,"['sailing trip', 'based on true story']",7.0,0.0,,0.0,,2023,5.220355825078324,2.729354967596039,4.700480365792417
Tess,False,"['Drama', 'Romance']",en,13.316,1979-10-06,171.0,309.0,"['Nastassja Kinski', 'Peter Firth', 'Leigh Lawson', 'John Collin']",Unknown,"['rape', 'based on novel or book', 'peasant', 'marriage', 'love', 'revenge', 'murder', 'mansion', 'family', 'farmer', 'nobility', 'aristocratic', 'strong', 'stonehenge', '19th century']",7.0,0.0,,0.0,,1979,5.736572297479192,2.6613777929037794,5.147494476813453
Dredd,False,"['Action', 'Science Fiction']",en,28.022,2012-09-07,95.0,4770.0,"['Karl Urban', 'Olivia Thirlby', 'Lena Headey', 'Wood Harris']",Unknown,"['metropolis', 'corruption', 'police', 'judge', 'gangster', 'crime fighter', 'dystopia', 'post-apocalyptic future', 'executive case', 'based on comic', 'futuristic', 'survival', 'criminal', 'justice', 'drug lord', 'based on graphic novel', 'female villain']",6.8,0.0,,0.0,,2012,8.470311205516108,3.368054163068901,4.564348191467836
La Dolce Vita,False,"['Comedy', 'Drama']",it,18.483,1960-02-05,176.0,1727.0,"['Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée', 'Yvonne Furneaux']",Unknown,"['dying and death', 'sea', 'newspaper', 'lovesickness', 'sunrise', 'unsociability', 'rome, italy', 'photographer', 'loss of loved one', 'sadness', 'night life', 'fountain', 'cowardliness', 'ghost']",8.1,0.0,,0.0,,1960,7.454719949364001,2.96954229046375,5.176149732573829
Thunder Force,False,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",en,17.837,2021-04-09,107.0,1166.0,"['Melissa McCarthy', 'Octavia Spencer', 'Jason Bateman', 'Bobby Cannavale']",Unknown,"['superhero', 'parody', 'trueno', 'patrulla']",5.5,0.0,,0.0,,2021,7.062191632286556,2.935823020800082,4.68213122712422
Cape Fear,False,"['Crime', 'Thriller']",en,18.988,1991-11-13,128.0,3201.0,"['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis']",Unknown,"['prison', 'daughter', 'small town', 'child abuse', 'rape', 'houseboat', 'cigar smoking', 'remake', 'revenge', 'stalking', 'lawyer', 'psychological thriller', 'fear', 'dog', 'rapist', 'private detective']",7.3,0.0,,0.0,,1991,8.07153089355666,2.9951320934819585,4.859812404361672
Black Clover: Sword of the Wizard King,False,"['Animation', 'Fantasy', 'Action', 'Adventure']",ja,55.235,2023-06-16,113.0,230.0,"['Gakuto Kajiwara', 'Nobunaga Shimazaki', 'Junichi Suwabe', 'Kana Yuuki']",Unknown,"['magic', 'demon', 'wizard', 'shounen', 'anime']",8.2,0.0,,0.0,,2023,5.442417710521793,4.029539338855985,4.736198448394496
What Happens in Vegas,False,"['Comedy', 'Romance']",en,19.009,2008-05-07,99.0,2911.0,"['Cameron Diaz', 'Ashton Kutcher', 'Rob Corddry', 'Lake Bell']",Unknown,"['hotel', 'casino', 'roommate', 'romantic comedy', 'rivalry', 'wedding', 'las vegas', 'drinking', 'opposites attract', 'aftercreditsstinger', 'marriage counselling', 'accidental marriage', 'vegas wedding', 'credits cookie']",6.1,0.0,,0.0,,2008,7.976595409316577,2.996182172334356,4.605170185988092
Coffy,False,"['Action', 'Thriller', 'Crime']",en,14.762,1973-06-13,90.0,219.0,"['Pam Grier', 'Robert DoQui', 'Sid Haig', 'Booker Bradshaw']",Unknown,"['right and justice', 'orderly', 'vigilante', 'blaxploitation cinema', 'illegal drugs']",6.7,0.0,,0.0,,1973,5.393627546352362,2.757601979931458,4.51085950651685
Confessions of a Teenage Drama Queen,False,['Comedy'],en,19.589,2004-02-17,90.0,844.0,"['Lindsay Lohan', 'Alison Pill', 'Adam Garcia', 'Megan Fox']",Unknown,"['high school', 'new york city', 'concert', 'new jersey', 'rock star', 'female friendship', 'rivalry', 'spotlight', 'eccentric', 'teen movie', 'suburb', 'audition', 'pygmalion', 'divorced mother', 'woman director', 'mother daughter relationship', 'aspiring actress', 'teenager']",5.6,0.0,,0.0,,2004,6.739336627357174,3.024756952594607,4.51085950651685
The Silence of the Marsh,False,['Thriller'],es,13.895,2019-11-08,92.0,223.0,"['Pedro Alonso', 'Nacho Fresneda', 'Carmina Barrios', 'Àlex Monner']",Unknown,['crime novelist'],5.3,0.0,,0.0,,2019,5.4116460518550396,2.7010255861652457,4.532599493153256
The Human Centipede (First Sequence),False,['Horror'],en,26.249,2009-10-31,92.0,2042.0,"['Dieter Laser', 'Ashley C. Williams', 'Ashlynn Yennie', 'Akihiro Kitamura']",Unknown,"['sadism', 'kidnapping', 'exploitation', 'surgeon', 'body mutilation', 'police officer', 'psychosis', 'coprophilia', 'scalpel', 'equestrian', 'torture porn', 'coprophagia', 'anesthesia', 'intravenous', 'misanthrope', 'shock value']",5.2,0.0,,0.0,,2009,7.622174594817622,3.3050168231881862,4.532599493153256
Night of the Creeps,False,"['Horror', 'Comedy', 'Science Fiction']",en,14.043,1986-08-21,90.0,455.0,"['Jason Lively', 'Steve Marshall', 'Jill Whitlow', 'Tom Atkins']",Unknown,"['spacecraft', 'monster', 'experiment', 'police', 'morgue', 'undead', 'alien', 'murder', 'sorority', 'serial killer', 'zombie', 'corpse', 'fraternity', 'parasite', 'horror comedy', 'ax']",6.7,0.0,,0.0,,1986,6.1224928095143865,2.7109127667156865,4.51085950651685
Space Wars: Quest for the Deepstar,False,"['Science Fiction', 'Adventure', 'Action']",en,44.455,2023-04-21,90.0,42.0,"['Michael Paré', 'Olivier Gruner', 'Sarah French', 'Tyler Gallant']",Unknown,"['space war', 'space adventure']",4.3,0.0,,0.0,,2023,3.7612001156935624,3.8167228255738217,4.51085950651685
The Illusionist,False,"['Animation', 'Drama']",fr,14.693,2010-06-16,80.0,563.0,"['Jean-Claude Donda', 'Eilidh Rankin', 'Didier Gustin', 'Jil Aigrot']",Unknown,"['stage', 'edinburgh, scotland', 'disillusionment', 'aftercreditsstinger', 'magician', 'adult child friendship']",7.2,0.0,,0.0,,2010,6.335054251498059,2.7532147530565836,4.394449154672439
The Longest Yard,False,"['Comedy', 'Crime', 'Drama']",en,39.712,2005-05-27,113.0,3170.0,"['Adam Sandler', 'Chris Rock', 'James Cromwell', 'Burt Reynolds']",Unknown,"['prison', 'prisoner', 'sports', 'american football', 'blackmail', 'supervisor', 'remake', 'quarterback']",6.6,0.0,,0.0,,2005,8.061802274538348,3.7065228892865316,4.736198448394496
Witness,False,"['Crime', 'Drama', 'Romance', 'Thriller']",en,13.275,1985-02-08,112.0,1538.0,"['Harrison Ford', 'Kelly McGillis', 'Josef Sommer', 'Lukas Haas']",Unknown,"['police brutality', 'philadelphia, pennsylvania', 'corruption', 'pennsylvania, usa', 'detective', 'amish', 'witness to murder', 'barn raising', 'silo', 'lancaster, pa']",7.1,0.0,,0.0,,1985,7.338888133838879,2.658509755542074,4.727387818712341
Fun and Fancy Free,False,"['Animation', 'Music']",en,15.211,1947-09-27,73.0,433.0,"['Edgar Bergen', 'Dinah Shore', 'Luana Patten', 'Anita Gordon']",Unknown,"['circus', 'fairy tale', 'love', 'bear', 'puppetry', 'beanstalk', 'golden harp', 'based on fairy tale', 'giant', 'ventriloquism', 'live action and animation']",6.3,0.0,,0.0,,1947,6.073044534100405,2.785690024159436,4.30406509320417
The Emperor's New Groove,False,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",en,87.985,2000-12-15,78.0,6278.0,"['David Spade', 'John Goodman', 'Eartha Kitt', 'Patrick Warburton']",Unknown,"['central and south america', 'kingdom', 'birthday', 'peru', 'emperor', 'palace', 'berater', 'breaking the fourth wall', 'incan empire', 'assassination attempt', '15th century', 'llama']",7.6,0.0,,0.0,,2000,8.744966011114109,4.488467816201949,4.3694478524670215
Look Who's Talking,False,"['Comedy', 'Romance']",en,18.386,1989-10-12,93.0,2182.0,"['Kirstie Alley', 'John Travolta', 'Bruce Willis', 'Olympia Dukakis']",Unknown,"['baby', 'single parent', 'pregnancy', 'duringcreditsstinger', 'woman director']",6.3,0.0,,0.0,,1989,7.688455356549944,2.9645511560704163,4.543294782270004
Mary Poppins,False,"['Comedy', 'Family', 'Fantasy']",en,28.35,1964-12-17,139.0,4441.0,"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns']",Unknown,"['london, england', 'sibling relationship', 'based on novel or book', 'parent child relationship', 'magic', 'famous score', 'nanny', 'musical', 'family', 'kite flying', 'live action and animation', '1910s', 'chimney sweep', 'suffragettes']",7.6,0.0,,0.0,,1964,8.398860004454372,3.3792925462741055,4.941642422609304
Aladdin,False,"['Adventure', 'Fantasy', 'Romance', 'Family']",en,59.908,2019-05-22,127.0,9605.0,"['Will Smith', 'Mena Massoud', 'Naomi Scott', 'Marwan Kenzari']",Unknown,"['hero', 'hustler', 'palace', 'sultan', 'flying carpet', 'musical', 'rags to riches', 'romance', 'monkey', 'family', 'first love', 'based on myths, legends or folklore', 'genie', 'arabian nights', 'live action and animation', 'live action remake']",7.1,0.0,,0.0,,2019,9.17014318222477,4.109364528978486,4.852030263919617
The Da Vinci Code,False,"['Thriller', 'Mystery']",en,36.872,2006-05-17,149.0,8844.0,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen', 'Jean Reno']",Unknown,"['paris, france', 'based on novel or book', 'holy grail', 'christianity', 'monk', 'secret society', 'louvre museum', 'heresy', 'mona lisa (la gioconda)', 'freemason', 'pentagram', 'conspiracy', 'tomb', 'catholicism', 'cryptologist', 'iconography', 'albino', 'sect']",6.7,0.0,,0.0,,2006,9.087607606593886,3.634212052771628,5.0106352940962555
Are We Done Yet?,False,"['Family', 'Comedy']",en,17.823,2007-04-04,92.0,583.0,"['Ice Cube', 'Nia Long', 'John C. McGinley', 'Aleisha Allen']",Unknown,"['house', 'newlywed', 'stepparent stepchild relationship', 'moving in', 'renovation']",5.7,0.0,,0.0,,2007,6.369900982828227,2.935079526342041,4.532599493153256
Evangelion: 3.0 You Can (Not) Redo,False,"['Animation', 'Science Fiction', 'Action', 'Drama']",ja,17.67,2012-11-17,96.0,749.0,"['Megumi Ogata', 'Yuko Miyamura', 'Akira Ishida', 'Megumi Hayashibara']",Unknown,"['depression', 'anime', 'father son conflict', 'time skip', 'homosexual subtext', 'post apocalypse', ""boys' love (bl)""]",7.2,0.0,,0.0,,2012,6.620073206530356,2.9269179575536315,4.574710978503383
Last Seen Alive,False,"['Action', 'Thriller']",en,45.098,2022-05-12,95.0,837.0,"['Gerard Butler', 'Jaimie Alexander', 'Russell Hornsby', 'Ethan Embry']",Unknown,['kidnapped'],6.5,0.0,,0.0,,2022,6.731018100482083,3.830769565113553,4.564348191467836
Nitram,False,"['Mystery', 'Thriller', 'Crime', 'Drama']",en,19.682,2021-09-30,112.0,142.0,"['Caleb Landry Jones', 'Judy Davis', 'Anthony LaPaglia', 'Sean Keenan']",Unknown,"['australia', 'based on true story', 'massacre', '1990s', 'gun control', 'mass shooting', 'port arthur']",6.9,0.0,,0.0,,2021,4.962844630259907,3.0292637567627834,4.727387818712341
Running Out of Time,False,"['Drama', 'Action', 'Thriller', 'Crime']",cn,13.681,1999-09-23,93.0,130.0,"['Lau Ching-wan', 'Andy Lau', 'Yoyo Mung', 'Waise Lee Chi-Hung']",Unknown,"['terminal illness', 'thief', 'revenge', 'murder', 'hong kong']",7.3,0.0,,0.0,,1999,4.875197323201151,2.6865541407573232,4.543294782270004
Bad Boys,False,"['Action', 'Comedy', 'Crime', 'Thriller']",en,30.665,1995-04-07,119.0,5884.0,"['Will Smith', 'Martin Lawrence', 'Téa Leoni', 'Tchéky Karyo']",Unknown,"['miami, florida', 'mexican standoff', 'male friendship', 'witness protection', 'stripper', 'car crash', 'strip club', 'internal affairs', 'police corruption', 'gunfight', 'foot chase', 'drug lord', 'murder investigation', 'hangar', 'loose cannon', 'buddy cop', 'male camaraderie', 'narcotics detective', 'action hero', 'buddy movie', 'murder witness', 'buddy detective duo', 'stolen drugs', 'police partners']",6.8,0.0,,0.0,,1995,8.680162019694377,3.4552119699683934,4.787491742782046
The Parent Trap,False,"['Comedy', 'Family']",en,42.341,1998-07-28,128.0,3895.0,"['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix']",Unknown,"['california', 'summer camp', 'twin sister', 'remake', 'matchmaking', 'twins separated at birth', 'identity swap', 'divorced parents', 'woman director', 'napa valley', 'sister sister relationship', 'parent child reunion']",7.2,0.0,,0.0,,1998,8.267705664762426,3.769099069215354,4.859812404361672
Return of the Living Dead III,False,"['Science Fiction', 'Romance', 'Horror']",en,17.841,1993-10-01,97.0,781.0,"['Melinda Clarke', 'J. Trevor Edmond', 'Kent McCord', 'Sarah Douglas']",Unknown,"['military base', 'undead', 'addiction', 'motorcycle crash', 'sequel', 'gang', 'zombie', 'cannibal', 'body mutilation', 'self mutilation', 'carnage', 'cannibalism']",6.6,0.0,,0.0,,1993,6.661854740545311,2.9360353462958635,4.584967478670572
Infinite,False,"['Science Fiction', 'Action', 'Thriller']",en,85.334,2021-09-09,106.0,1612.0,"['Mark Wahlberg', 'Chiwetel Ejiofor', 'Sophie Cookson', 'Jason Mantzoukas']",Unknown,"['based on novel or book', 'secret organization', 'reincarnation', 'memories']",6.6,0.0,,0.0,,2021,7.385851078125209,4.458223495009335,4.672828834461906
Eat Pray Love,False,"['Drama', 'Romance']",en,28.171,2010-08-12,133.0,2318.0,"['Julia Roberts', 'Javier Bardem', 'James Franco', 'Billy Crudup']",Unknown,"['change', 'italy', 'indonesia', 'love', 'travel', 'female protagonist', 'india', 'divorce', 'around the world', 'bali', 'italian cuisine']",6.2,0.0,,0.0,,2010,7.7488913372555315,3.3731750650883887,4.897839799950911
Emma.,False,"['Comedy', 'Romance']",en,22.14,2020-02-13,125.0,1610.0,"['Anya Taylor-Joy', 'Johnny Flynn', ""Josh O'Connor"", 'Callum Turner']",Unknown,"['based on novel or book', 'matchmaking', 'english countryside', '19th century', 'georgian or regency era', 'matchmaker']",7.0,0.0,,0.0,,2020,7.384610383176974,3.1415627217655304,4.836281906951478
2012: Ice Age,False,"['Action', 'Adventure', 'Science Fiction']",en,13.318,2011-06-27,91.0,265.0,"['Patrick Labyorteaux', 'Julie McCullough', 'Nick Afanasiev', 'Katie Wilson']",Unknown,"['ice age', 'natural disaster', 'cell phone', 'frozen alive', 'disaster movie', 'helicopter crash']",4.5,0.0,,0.0,,2011,5.583496308781699,2.661517486973993,4.5217885770490405
Resident Evil,False,"['Horror', 'Action', 'Science Fiction']",en,26.434,2002-03-15,100.0,5955.0,"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius', 'James Purefoy']",Unknown,"['biological weapon', 'quarantine', 'amnesia', 'undercover', 'dystopia', 'mutant', 'hologram', 'flashback', 'conspiracy', 'zombie', 'special forces', 'based on video game']",6.6,0.0,,0.0,,2002,8.6921543938039,3.3117831200562153,4.61512051684126
Tekken 2: Kazuya's Revenge,False,['Action'],en,13.334,2014-08-21,90.0,82.0,"['Kane Kosugi', 'Cary-Hiroyuki Tagawa', 'Gary Daniels', 'Charlotte Kirk']",Unknown,"['martial arts', 'amnesia', 'based on video game']",3.8,0.0,,0.0,,2014,4.418840607796598,2.6626343375717276,4.51085950651685
Stephen Curry: Underrated,False,['Documentary'],en,18.264,2023-07-21,110.0,71.0,"['Stephen Curry', 'Reggie Miller', 'Kevin Durant', 'Ayesha Curry']",Unknown,"['college', 'basketball', 'profile', 'sports documentary', 'nba', 'golden state']",7.7,0.0,,0.0,,2023,4.276666119016055,2.9582380691264105,4.709530201312334
Sex Plate 17,False,"['Comedy', 'Drama', 'Romance']",ko,25.927,2017-11-13,121.0,8.0,"['Choi Jae-hwan', 'Park Kyoung-hee', 'Kim Nam-soo', 'Park Ha-on']",Unknown,['sex'],6.2,0.0,,0.0,,2017,2.1972245773362196,3.2931295006923413,4.804021044733257
Shame,False,['Drama'],en,19.019,2011-10-02,102.0,2993.0,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale', 'Nicole Beharie']",Unknown,"['new york city', 'pornography', 'sex addiction', 'co-workers relationship', 'internet porn', 'self-loathing', 'brother sister relationship']",6.9,0.0,,0.0,,2011,8.004365564979574,2.9966818225895793,4.634728988229636
The Ultimate Gift,False,"['Romance', 'Drama', 'Family']",en,27.764,2007-03-09,114.0,407.0,"['Drew Fuller', 'Abigail Breslin', 'James Garner', 'Bill Cobbs']",Unknown,"['grandparent grandchild relationship', 'leukemia', 'wealth', 'inheritance', 'single mother', 'inheritance fight', 'inheritance challenge', 'dead grandfather', 'mother daughter relationship']",7.6,0.0,,0.0,,2007,6.0112671744041615,3.3591246052402477,4.74493212836325
The White Storm 3: Heaven or Hell,False,"['Action', 'Drama', 'Crime']",cn,20.368,2023-07-06,125.0,43.0,"['Aaron Kwok', 'Louis Koo', 'Lau Ching-wan', 'Yang Caiyu']",Unknown,[],6.3,0.0,,0.0,,2023,3.784189633918261,3.0618944758076596,4.836281906951478
The Fugitive,False,"['Action', 'Thriller', 'Drama']",en,27.014,1993-08-06,131.0,3950.0,"['Harrison Ford', 'Tommy Lee Jones', 'Joe Pantoliano', 'Jeroen Krabbé']",Unknown,"['chicago, illinois', 'escape', 'chase', 'doomed man', 'surgeon', 'death sentence', 'u.s. marshal', 'flashback', 'remake', 'betrayal', 'fugitive', 'on the run', 'conspiracy', 'police corruption', 'doctor', 'home invasion', 'disguise', 'one armed man', 'framed for murder', 'action hero', 'manhunt']",7.5,0.0,,0.0,,1993,8.281723990411392,3.332704385216855,4.882801922586371
Stranded: I've Come from a Plane That Crashed on the Mountains,False,"['Documentary', 'History']",es,76.107,2008-10-22,127.0,18.0,"['José Pedro Algorta Durán', 'Roberto Canessa', 'Alfredo Daniel Delgado Salaberri', 'Daniel Fernández Strauch']",Unknown,"['1970s', 'docudrama', 'struggle for survival', 'andes mountains', 'plane crash', 'crash survivor']",7.4,0.0,,0.0,,2008,2.9444389791664403,4.3451940676283,4.852030263919617
Dial M for Murder,False,"['Thriller', 'Crime']",en,15.384,1954-05-29,105.0,2422.0,"['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams']",Unknown,"['adultery', 'london, england', 'jealousy', 'blackmail', 'detective', 'tennis player', 'marriage', 'letter', 'love', 'murder', 'theft', 'husband', 'murder plot', 'crime fiction writer', 'keys', 'restricted setting', 'the perfect murder', 'the perfect crime']",8.0,0.0,,0.0,,1954,7.792761720816526,2.7963052488570974,4.663439094112067
Send It!,False,"['Action', 'Adventure', 'Comedy']",en,34.066,2021-05-11,101.0,11.0,"['Patrick Fabian', 'Michael Jai White', 'Claudia Lee', 'Alexandria DeBerry']",Unknown,[],5.9,0.0,,0.0,,2021,2.4849066497880004,3.5572320000479367,4.624972813284271
Fist of the Condor,False,['Action'],es,30.089,2023-04-04,85.0,61.0,"['Marko Zaror', 'Eyal Meyer', 'Man Soo Yoon', 'José Manuel']",Unknown,"['martial arts', 'biker']",7.5,0.0,,0.0,,2023,4.127134385045092,3.43685405887019,4.454347296253507
Three,False,"['Drama', 'Thriller']",en,23.895,2006-05-05,95.0,216.0,"['Billy Zane', 'Kelly Brook', 'Juan Pablo Di Pace', 'Todd Collins']",Unknown,"['infidelity', 'exotic island', 'husband wife relationship', 'yacht', 'shipwreck', 'millionaire']",5.4,0.0,,0.0,,2006,5.37989735354046,3.214666980094146,4.564348191467836
The Santa Clause,False,"['Fantasy', 'Drama', 'Comedy', 'Family']",en,28.349,1994-11-11,97.0,1927.0,"['Tim Allen', 'Judge Reinhold', 'Wendy Crewson', 'Eric Lloyd']",Unknown,"['chicago, illinois', 'holiday', 'christmas party', 'deal', 'santa claus', 'christmas tree', 'child custody', 'christmas', 'father son relationship', 'christmas eve']",6.5,0.0,,0.0,,1994,7.564238475170491,3.3792584741434015,4.584967478670572
The Keeping Room,False,"['Western', 'Drama']",en,14.907,2014-09-25,95.0,192.0,"['Hailee Steinfeld', 'Sam Worthington', 'Brit Marling', 'Muna Otaru']",Unknown,"['rape', 'mistaken identity', 'murder', 'home invasion', 'american civil war', 'union army', 'female slave', 'old south']",5.7,0.0,,0.0,,2014,5.262690188904886,2.7667592639162235,4.564348191467836
The Switch,False,"['Comedy', 'Romance', 'Drama']",en,20.309,2010-05-11,101.0,1785.0,"['Jennifer Aniston', 'Jason Bateman', 'Patrick Wilson', 'Thomas Robinson']",Unknown,"['new york city', 'pregnancy', 'hypochondriac', 'little boy', 'dating', 'single mother', 'based on short story', 'sperm donor', 'artificial insemination', 'precocious child', 'neurotic', 'wanting to have children', 'drunkenness', 'no memory', 'secret', 'best friends', 'moving back home']",6.2,0.0,,0.0,,2010,7.487733761436444,3.0591295186837826,4.624972813284271
The Great Wall,False,"['Action', 'Adventure', 'Fantasy']",en,39.038,2016-12-16,103.0,4858.0,"['Matt Damon', 'Jing Tian', 'Willem Dafoe', 'Andy Lau']",Unknown,"['monster', 'china', 'archer', 'female soldier', 'historical fiction', 'explosion', 'period drama', 'british soldier', 'great wall of china', '15th century', 'female general', 'war']",6.0,0.0,,0.0,,2016,8.488587934405903,3.6898290031495242,4.6443908991413725
Sniper: Assassin's End,False,['Action'],en,21.441,2020-06-15,95.0,186.0,"['Chad Michael Collins', 'Sayaka Akimoto', 'Ryan Robbins', 'Lochlyn Munro']",Unknown,"['sniper', 'female sniper']",6.3,0.0,,0.0,,2020,5.231108616854587,3.1108896429414394,4.564348191467836
The Best of Me,False,"['Drama', 'Romance']",en,16.428,2014-10-15,117.0,2468.0,"['Michelle Monaghan', 'James Marsden', 'Luke Bracey', 'Liana Liberato']",Unknown,['high school sweetheart'],7.5,0.0,,0.0,,2014,7.81156848934518,2.858078108255196,4.770684624465665
Escape Room: Tournament of Champions,False,"['Horror', 'Thriller', 'Mystery']",en,35.154,2021-07-01,88.0,1836.0,"['Taylor Russell', 'Logan Miller', 'Indya Moore', 'Holland Roden']",Unknown,"['sequel', 'no escape', 'escape room', 'death game']",6.6,0.0,,0.0,,2021,7.515889085215125,3.5877875925526626,4.48863636973214
Death Note: L Change the World,False,"['Fantasy', 'Action', 'Thriller', 'Science Fiction', 'Mystery']",ja,13.171,2008-02-07,128.0,252.0,"['Kenichi Matsuyama', 'Narushi Fukuda', 'Mayuko Fukuda', 'Shingo Tsurumi']",Unknown,"['sequel', 'based on manga']",5.9,0.0,,0.0,,2008,5.53338948872752,2.651197622842733,4.859812404361672
Feed,False,['Horror'],sv,29.949,2022-10-28,100.0,48.0,"['Molly Nutley', 'Sofia Kappel', 'Vincent Grahl', 'Joel Lützow']",Unknown,"['isolated island', 'social media influencer', 'witch legend', 'joakim lundell']",6.1,0.0,,0.0,,2022,3.8918202981106265,3.432340688430914,4.61512051684126
Confidential Informant,False,"['Thriller', 'Action', 'Mystery']",en,28.215,2023-06-27,88.0,101.0,"['Dominic Purcell', 'Kate Bosworth', 'Mel Gibson', 'Arielle Raycene']",Unknown,['gritty'],6.2,0.0,,0.0,,2023,4.624972813284271,3.3746822760064004,4.48863636973214
John Wick: Chapter 3 - Parabellum,False,"['Action', 'Thriller', 'Crime']",en,81.803,2019-05-15,131.0,10019.0,"['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne']",Unknown,"['new york city', 'martial arts', 'bratva (russian mafia)', 'casablanca, morocco', 'secret society', 'morocco', 'secret organization', 'black humor', 'sahara desert', 'sequel', 'organized crime', 'one man army', 'consequences', 'professional assassin', 'baba yaga', 'dog man friendship']",7.4,0.0,,0.0,,2019,9.212338374638856,4.4164642926189135,4.882801922586371
Viva Erotica,False,"['Comedy', 'Drama']",cn,18.103,1996-11-28,99.0,25.0,"['Leslie Cheung', 'Karen Mok Man-Wai', 'Shu Qi', 'Law Kar-Ying']",Unknown,"['pornography', 'porn actor', 'hong kong', 'porn industry', 'filmmaking']",6.5,0.0,,0.0,,1996,3.258096538021482,2.949845390781515,4.605170185988092
Purpose of Cohabitation,False,['Romance'],ko,18.414,2016-03-07,83.0,3.0,"['Je Dong-hwa', 'Park Ha-yan', 'Joo Ye-bin', 'Hee Jeong-I']",Unknown,['softcore'],4.0,0.0,,0.0,,2016,1.3862943611198906,2.965994455290035,4.430816798843313
Young Sister-in-law 3,False,['Romance'],ko,21.113,2019-05-24,76.0,10.0,"['Han Seo-ah', 'Kim Do-hee', 'Min Do-yoon']",Unknown,['softcore'],5.5,0.0,,0.0,,2019,2.3978952727983707,3.0961656708752616,4.343805421853684
Inside,False,"['Thriller', 'Drama']",en,24.834,2023-03-09,105.0,260.0,"['Willem Dafoe', 'Gene Bervoets', 'Josia Krug', 'Eliza Stuyck']",Unknown,"['new york city', 'thief', 'art thief', 'art', 'trapped', 'trapped in a house', 'smart home', 'one location', 'art heist', 'security camera']",5.7,0.0,,0.0,,2023,5.564520407322694,3.2516914538098236,4.663439094112067
The Land Before Time VIII: The Big Freeze,False,"['Animation', 'Adventure', 'Family']",en,13.88,2001-12-04,75.0,221.0,"['John Ingle', 'Rob Paulsen', 'Thomas Dekker', 'Anndi McAfee']",Unknown,[],6.0,0.0,,0.0,,2001,5.402677381872279,2.700018029404946,4.330733340286331
Cursed,False,"['Horror', 'Comedy']",en,17.965,2005-02-25,97.0,653.0,"['Christina Ricci', 'Jesse Eisenberg', 'Joshua Jackson', 'Judy Greer']",Unknown,"['sibling relationship', 'bite', 'transformation', 'supernatural', 'bullying', 'curse', 'hollywood', 'werewolf', 'los angeles, california', 'super power', 'rabid dog', 'work relationship', 'mark of the beast']",5.4,0.0,,0.0,,2005,6.483107351457199,2.942595175140862,4.584967478670572
Girl Next,False,"['Horror', 'Thriller']",en,21.293,2021-06-18,102.0,19.0,"['Rachel Alig', 'Larry Wade Carrell', 'Paula Marcenaro Solinger', 'Marcus Jean Pirae']",Unknown,[],5.5,0.0,,0.0,,2021,2.995732273553991,3.104272727843442,4.634728988229636
Kiss and Kill,False,"['Mystery', 'Thriller', 'Romance']",en,17.778,2017-08-08,81.0,44.0,"['Kira Noir', 'Eve Marlowe', 'Damian T. Raven', 'Madeleine Wade']",Unknown,"['softcore', 'erotic thriller']",5.2,0.0,,0.0,,2017,3.8066624897703196,2.9326859718363556,4.406719247264253
The Silence,False,"['Horror', 'Drama', 'Thriller', 'Fantasy']",en,20.798,2019-05-16,90.0,1439.0,"['Stanley Tucci', 'Kiernan Shipka', 'Miranda Otto', 'Kate Trotter']",Unknown,"['based on novel or book', 'deaf', 'post-apocalyptic future', 'survival', 'creature', 'religious cult', 'sign languages', 'deadly creature', 'creature attack', 'trying to avoid making noise']",6.0,0.0,,0.0,,2019,7.272398392570047,3.08181822246712,4.51085950651685
