title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year
Deliverance,False,"['Drama', 'Adventure', 'Thriller']",en,14.895,109,7.317,1467,"['Jon Voight', 'Burt Reynolds', 'Ned Beatty', 'Ronny Cox']",['John Boorman'],"['river', 'banjo', 'strangeness', 'wound', 'wilderness', 'georgia', 'canoe', 'rafting', 'hillbilly', 'rapids']",1972
Ghost in the Shell 2.0,False,"['Action', 'Animation', 'Science Fiction']",ja,14.893,85,7.386,373,"['Atsuko Tanaka', 'Akio Otsuka', 'Koichi Yamadera', 'Tamio Ohki']",['Mamoru Oshii'],"['future', 'android', 'cyborg', 'dystopia', 'cyberpunk', 'anime']",2008
Don't Blame the Kid,False,"['Comedy', 'Romance']",es,14.892,113,7.691,601,"['Karla Souza', 'Ricardo Abarca', 'Biassini Segura', 'Gerardo Taracena']",['Gustavo Loza'],"['one-night stand', 'birth', 'unlikely lovers', 'duringcreditsstinger', 'unplanned pregnancy']",2016
La peor de mis bodas 3,False,"['Comedy', 'Romance']",es,14.89,0,6.0,4,"['Maricarmen Marín', 'Gabriel Soto', 'Laura Zapata', 'Ismael La Rosa']",['Adolfo Aguilar'],[],2023
Stowaway,False,"['Action', 'Mystery', 'Thriller']",en,14.889,94,6.537,67,"['Ruby Rose', 'Patrick Schwarzenegger', 'Frank Grillo', 'Danny Bohnen']",['Declan Whitebloom'],[],2022
Psycho-Pass 3: First Inspector,False,"['Science Fiction', 'Action', 'Crime', 'Animation']",ja,14.888,137,7.6,83,"['Takahiro Sakurai', 'Junichi Suwabe', 'Yuichi Nakamura', 'Kaori Nazuka']",['Naoyoshi Shiotani'],"['police', 'detective', 'dystopia', 'conspiracy', 'cyberpunk', 'criminal', 'seinen', 'anime']",2020
Charlie St. Cloud,False,"['Drama', 'Romance']",en,14.888,99,6.936,2077,"['Zac Efron', 'Charlie Tahan', 'Amanda Crew', 'Augustus Prew']",['Burr Steers'],"['sibling relationship', 'based on novel or book', 'sailing', 'ghost', 'young adult']",2010
Pelé: King of the Game,False,['Documentary'],es,14.887,0,10.0,1,[],['Louis Dubreuil'],[],2023
Above the Law,False,"['Action', 'Thriller', 'Drama']",en,14.887,99,6.056,631,"['Steven Seagal', 'Pam Grier', 'Henry Silva', 'Sharon Stone']",['Andrew Davis'],"['chicago, illinois', 'martial arts', 'vietnam', 'cia', 'corruption', 'senator', 'cop', 'torture', 'drug lord']",1988
Birth,False,"['Drama', 'Mystery']",en,14.886,100,5.944,585,"['Nicole Kidman', 'Cameron Bright', 'Danny Huston', 'Lauren Bacall']",['Jonathan Glazer'],"['new york city', 'loss of loved one', 'reincarnation', 'friends', 'little boy', 'grief', 'wedding', 'death']",2004
David and the Elves,False,"['Family', 'Fantasy', 'Comedy']",pl,14.885,106,6.1,83,"['Jakub Zając', 'Cyprian Grabowski', 'Anna Smołowik', 'Michał Czernecki']",['Michał Rogalski'],"['holiday', 'christmas']",2021
The 8th Night,False,"['Mystery', 'Thriller', 'Horror']",ko,14.885,115,6.018,111,"['Lee Sung-min', 'Nam Da-reum', 'Park Hae-jun', 'Kim You-jung']",['Kim Tae-hyoung'],"['monk', 'supernatural', 'buddha', 'resurrection', 'talisman', 'shaman', 'guilt', 'animal death', 'exorcist', 'dark', 'korean', 'suspense', 'dark fiction', 'spirit possession']",2021
Appointment with Death,False,"['Thriller', 'Crime', 'Mystery', 'Drama']",en,14.885,102,6.017,117,"['Peter Ustinov', 'Lauren Bacall', 'Carrie Fisher', 'John Gielgud']",['Michael Winner'],"['ship', 'based on novel or book', 'blackmail', 'cruise', 'private detective', 'murder mystery', 'trieste']",1988
Crimson Rivers II: Angels of the Apocalypse,False,"['Action', 'Thriller', 'Crime']",fr,14.884,97,6.098,660,"['Jean Reno', 'Benoît Magimel', 'Camille Natta', 'Christopher Lee']",['Olivier Dahan'],"['ritual', 'monk', 'minister', 'murder', 'apocalypse']",2004
Gump,False,"['Family', 'Adventure', 'Drama']",cs,14.879,88,7.1,6,"['Bolek Polívka', 'Eva Holubová', 'Ivana Chýlková', 'Karel Roden']",['F. A. Brabec'],['based on novel or book'],2021
The Goldfinch,False,['Drama'],en,14.877,149,7.18,805,"['Ansel Elgort', 'Oakes Fegley', 'Nicole Kidman', 'Jeffrey Wright']",['John Crowley'],"['new york city', 'based on novel or book', 'museum', 'painting', 'art', 'bombing', 'teenage protagonist']",2019
Thunderbolt,False,"['Action', 'Thriller']",cn,14.877,108,6.4,273,"['Jackie Chan', 'Anita Yuen', 'Michael Wong', 'Shing Fui-On']",['Gordon Chan'],"['martial arts', 'police', 'car race', 'car mechanic', 'car garage']",1995
Jackass 3D,False,"['Comedy', 'Documentary', 'Action']",en,14.874,99,6.619,1289,"['Johnny Knoxville', 'Bam Margera', 'Ryan Dunn', 'Steve-O']",['Jeff Tremaine'],"['pain', 'stunt', 'stuntman', 'stupidity', 'duringcreditsstinger']",2010
Nighthawks,False,"['Action', 'Crime', 'Thriller']",en,14.873,99,6.4,387,"['Sylvester Stallone', 'Billy Dee Williams', 'Rutger Hauer', 'Lindsay Wagner']",['Bruce Malmuth'],"['police', 'undercover', 'chase', 'war veteran', 'murder', 'serial killer', 'terrorism', 'neo-noir']",1981
I'll Always Know What You Did Last Summer,False,['Horror'],en,14.872,92,4.223,349,"['Brooke Nevin', 'David Paetkau', 'Torrey DeVitto', 'Ben Easter']",['Sylvain White'],"['loss of loved one', 'fireworks', 'colorado', 'baseball bat', 'sequel', 'chainsaw', 'cell phone', 'fourth of july', 'suicide note', 'blow torch', 'rock concert', 'garbage dumpster']",2006
Big Brother,False,"['Action', 'Drama', 'Comedy']",zh,14.871,111,7.5,156,"['Donnie Yen', 'Joe Chen', 'Lok Ming-Kit', 'Yu Kang']",['Kam Ka-Wai'],[],2018
The Sons of Katie Elder,False,['Western'],en,14.871,122,7.1,260,"['John Wayne', 'Dean Martin', 'Martha Hyer', 'Michael Anderson Jr.']",['Henry Hathaway'],"['sibling relationship', 'texas', 'revenge', 'murder']",1965
Summit Fever,False,['Thriller'],en,14.87,115,5.565,46,"['Freddie Thorp', 'Michel Biel', 'Mathilde Warnier', 'Théo Christine']",['Julian Gilbey'],[],2022
Jesus Christ Superstar,False,"['Music', 'Drama']",en,14.87,108,7.0,519,"['Ted Neeley', 'Carl Anderson', 'Yvonne Elliman', 'Barry Dennen']",['Norman Jewison'],"['dance', 'israel', 'christianity', 'crucifixion', 'musical', 'judas', 'religion', 'rock opera', 'jesus christ', 'non-traditional casting']",1973
LLB - Life Line Of Bachelors,False,"['Drama', 'Thriller']",ml,14.869,0,0.0,0,"['Sreenath Bhasi', 'Lalu Alex', 'Sudheesh', 'Vishak Nair']",['A.M. Sidhique'],[],2024
The Inbetweeners Movie,False,['Comedy'],en,14.869,97,6.172,849,"['Simon Bird', 'James Buckley', 'Blake Harrison', 'Joe Thomas']",['Ben Palmer'],"['holiday', 'british youth', 'briton abroad']",2011
Wolf,False,"['Fantasy', 'Drama', 'Horror', 'Romance']",en,14.869,125,6.111,845,"['Jack Nicholson', 'Michelle Pfeiffer', 'James Spader', 'Kate Nelligan']",['Mike Nichols'],"['adultery', 'bite', 'heal', 'deer', 'werewolf', 'vermont', 'publisher']",1994
Germinal,False,"['Drama', 'Romance']",fr,14.868,160,6.699,291,"['Miou-Miou', 'Renaud', 'Jean Carmet', 'Judith Henry']",['Claude Berri'],"['industrial revolution', 'social movement']",1993
Cargo,False,"['Drama', 'Thriller', 'Horror']",en,14.866,105,6.411,1632,"['Martin Freeman', 'Simone Landers', 'Anthony Hayes', 'Susie Porter']",['Ben Howling'],"['australia', 'post-apocalyptic future', 'woman director', 'pandemic', 'aboriginal', 'father daughter relationship']",2017
Home Team,False,"['Family', 'Comedy', 'Drama']",en,14.865,95,6.722,686,"['Kevin James', 'Taylor Lautner', 'Rob Schneider', 'Jackie Sandler']",['Charles Kinnane'],"['arena', 'sports', 'new orleans, louisiana', 'hometown', 'nfl (national football league)', 'new orleans saints']",2022
Rain Town,False,"['Animation', 'Drama']",ja,14.865,10,6.6,29,[],['Hiroyasu Ishida'],"['rain', 'nostalgia', 'robot', 'improbable friendship']",2011
3 Ninjas Kick Back,False,"['Family', 'Adventure', 'Action', 'Comedy']",en,14.865,93,5.562,273,"['Victor Wong', 'Max Elliott Slade', 'Sean Fox', 'J. Evan Bonifant']",['Charles T. Kanganis'],"['underdog', 'friendship', 'hero', 'sibling relationship', 'treasure hunt', 'rivalry', 'friends', 'revenge', 'escapade', 'young heroes', 'vigilantism', 'heroic mission', 'buddies', 'master villain', 'master warrior', 'contests and competitions']",1994
The Insider,False,"['Drama', 'Thriller']",en,14.865,158,7.5,1687,"['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora']",['Michael Mann'],"['newspaper', 'research', 'politics', 'spy', 'journalism', 'interview', 'tobacco', 'insider', 'conspiracy theory', 'reporter', 'whistleblower', 'tobacco industry', 'legal drama', 'legal thriller']",1999
The Paramedic,False,"['Thriller', 'Horror']",es,14.864,94,6.051,597,"['Mario Casas', 'Déborah François', 'Guillermo Pfening', 'Celso Bugallo']",['Carles Torras'],"['wheelchair', 'trauma', 'car accident', 'bound and gagged', 'paramedic', 'caregiver', 'gag', 'captivity', 'accident', 'gagged', 'covid-19']",2020
Lonely Are the Brave,False,"['Western', 'Drama']",en,14.863,107,7.295,134,"['Kirk Douglas', 'Gena Rowlands', 'Walter Matthau', 'Michael Kane']",['David Miller'],"['helicopter', 'sheriff', 'based on novel or book', 'escape', 'independence', 'loyalty', 'horse', 'modern society', 'male friendship', 'prison escape', 'jail', 'fugitive', 'on the run', 'black and white', 'modern-day western', 'jailbreak']",1962
Basic,False,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",en,14.861,98,6.5,973,"['John Travolta', 'Connie Nielsen', 'Samuel L. Jackson', 'Giovanni Ribisi']",['John McTiernan'],"['court', 'drug addiction', 'military court', 'panama', 'military service', 'ranger', 'supreme court', 'lager', 'military crime']",2003
The Matchmaker's Playbook,False,['Romance'],en,14.856,90,7.264,55,"['Nick Bateman', 'Caitlin Carver', 'Tyler Johnson', 'Justene Alpert']",['Tosca Musk'],['based on novel or book'],2018
Snake Eyes,False,"['Thriller', 'Crime', 'Mystery', 'Drama']",en,14.855,98,6.16,1247,"['Nicolas Cage', 'Gary Sinise', 'Carla Gugino', 'John Heard']",['Brian De Palma'],"['assassination', 'casino', 'gambling', 'political activism', 'naval officer', 'atlantic city', 'bribery', 'homicide detective', 'secretary of defense', 'whistleblower', 'corrupt cop', 'boxing match', 'assassination plot', 'navy commander']",1998
Don't Be Afraid of the Dark,False,"['Fantasy', 'Horror', 'Thriller']",en,14.854,99,5.764,993,"['Katie Holmes', 'Guy Pearce', 'Bailee Madison', 'Jack Thompson']",['Troy Nixey'],"['monster', 'remake', 'creature', 'bathtub', 'teeth', 'old house']",2010
Sixth Bus,False,"['War', 'Drama']",hr,14.847,103,6.05,10,"['Toni Gojanović', 'Josipa Anković', 'Zala Đurić-Ribič', 'Filip Mayer']",['Eduard Galic'],[],2022
Mother's Day,False,"['Thriller', 'Crime', 'Horror']",en,14.846,112,6.478,390,"['Rebecca De Mornay', 'Jaime King', 'Frank Grillo', 'Patrick John Flueger']",['Darren Lynn Bousman'],"['hostage', 'sadistic', 'gore', 'vomit', 'car crash', 'evil mother', 'remake', 'torture', 'photograph', 'home invasion']",2010
Death Rides a Horse,False,['Western'],it,14.846,114,7.0,182,"['Lee Van Cleef', 'John Phillip Law', 'Mario Brega', 'Luigi Pistilli']",['Giulio Petroni'],"['hero', 'sheriff', 'bank', 'dynamite', 'investigation', 'senator', 'molotow cocktail', 'fistfight', 'prison escape', 'outlaw', 'revenge', 'murder', 'jail', 'man hunt', 'explosion', 'framed', 'bank robbery', 'shaving', 'cowboy', 'spaghetti western']",1967
Mischief,False,"['Comedy', 'Romance']",en,14.845,93,6.8,124,"['Doug McKeon', 'Catherine Mary Stewart', 'Kelly Preston', 'Chris Nash']",['Mel Damski'],"['high school', 'rebel', 'romantic comedy', 'first love', '1950s']",1985
The Accused,False,"['Crime', 'Drama']",en,14.844,111,7.02,533,"['Kelly McGillis', 'Jodie Foster', 'Bernie Coulson', 'Leo Rossi']",['Jonathan Kaplan'],"['rape', 'alcohol', 'boston, massachusetts', 'clothing', 'lawyer', 'courtroom drama']",1988
Swiss Family Robinson,False,"['Adventure', 'Family']",en,14.843,126,6.9,287,"['John Mills', 'Dorothy McGuire', 'James MacArthur', 'Janet Munro']",['Ken Annakin'],"['island', 'based on novel or book', 'shipwreck', 'tree house', 'pirate gang', 'zebra', 'pirate', 'ostrich', '19th century', 'swiss family robinson']",1960
Jackie Chan Kung Fu Master,False,"['Action', 'Comedy', 'Family']",zh,14.842,85,4.2,59,"['Zhang Yishan', 'Jackie Chan', 'Jiang Hongbo', 'Yan Bingyan']",['Jiang Ping'],[],2009
Gambit,False,"['Comedy', 'Crime']",en,14.84,89,5.473,630,"['Colin Firth', 'Cameron Diaz', 'Alan Rickman', 'Tom Courtenay']",['Michael Hoffman'],"['dark comedy', 'heist', 'caper', 'con']",2012
Wuthering Heights,False,"['Drama', 'Romance']",en,14.84,105,6.623,261,"['Juliette Binoche', 'Ralph Fiennes', 'Jeremy Northam', 'Janet McTeer']",['Peter Kosminsky'],['revenge'],1992
Your Boyfriend Is Mine,False,"['Thriller', 'TV Movie']",en,14.838,85,6.811,45,"['Eli Jane', 'Jamie Roy', 'Brey Noelle', 'Jesse Malinowski']",['Stacia Crawford'],[],2022
Green Lantern: First Flight,False,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Science Fiction', 'TV Movie']",en,14.837,75,6.921,410,"['Christopher Meloni', 'Victor Garber', 'Michael Madsen', 'Tricia Helfer']",['Lauren Montgomery'],"['superhero', 'comic book', 'based on comic', 'super power', 'woman director']",2009
Women Talking,False,"['Drama', 'Crime']",en,14.836,104,6.908,485,"['Rooney Mara', 'Claire Foy', 'Jessie Buckley', 'Judith Ivey']",['Sarah Polley'],"['rape', 'based on novel or book', 'faith', 'illiteracy', 'bolivia', 'mennonites', 'religion', 'gang rape', 'teenage rape', 'meeting', 'duringcreditsstinger', 'woman director', 'sexual assault', 'abusive husband', '2000s', 'pregnancy from rape']",2022
In Hell,False,"['Action', 'Drama', 'Thriller']",en,14.836,96,6.481,488,"['Jean-Claude Van Damme', 'Lawrence Taylor', 'Lloyd Battista', 'Carlos Gómez']",['Ringo Lam'],"['prison', 'martial arts', 'showdown', 'prisoner', 'wrestling', 'revenge', 'prison sentence', 'prison riot', 'action hero']",2003
La chaleur des larmes,False,['Drama'],fr,14.832,2,0.0,0,['Laura Gratias'],['Laura Gratias'],[],2024
On the Road,False,"['Adventure', 'Drama']",en,14.832,124,5.6,801,"['Garrett Hedlund', 'Sam Riley', 'Kristen Stewart', 'Amy Adams']",['Walter Salles'],"['friendship', 'based on novel or book', 'funeral', 'cemetery', 'denver, colorado', 'road trip', 'marijuana', 'snow', 'writer', 'photograph', 'on the road', 'typewriter', 'suicide thoughts', 'gay theme']",2012
3-Iron,False,"['Drama', 'Romance', 'Crime']",ko,14.832,88,7.805,1065,"['Lee Seung-yun', 'Jae Hee', 'Kwon Hyuk-ho', 'Ju Jin-mo']",['Kim Ki-duk'],"['prison', 'jealousy', 'husband wife relationship', ""love of one's life"", 'love triangle', 'mannequin', 'burglar', 'violent husband', 'golf']",2004
Nobody's Home,False,['Drama'],tr,14.831,81,6.5,6,"['Ahu Türkpençe', 'Lale Başar', 'Savaş Alp Başar', 'Sekvan Serinkaya']",['Deniz Akçay'],['woman director'],2013
Batman,False,"['Action', 'Comedy', 'Crime']",en,14.831,105,6.307,805,"['Adam West', 'Burt Ward', 'Lee Meriwether', 'Cesar Romero']",['Leslie H. Martinson'],"['rescue', 'submarine', 'missile', 'superhero', 'shark attack', 'parody', 'based on comic', 'shark', 'super power', 'shark repelent', 'black cat', 'super villain', 'vigilante justice', 'good versus evil', 'based on tv series']",1966
Re:ZERO -Starting Life in Another World- Memory Snow,False,"['Animation', 'Adventure', 'Fantasy']",ja,14.83,60,7.26,267,"['Yusuke Kobayashi', 'Rie Takahashi', 'Inori Minase', 'Yumi Uchiyama']",['Masaharu Watanabe'],"['cold', 'magic', 'village', 'time loop', 'dating', 'nature', 'parallel world', 'drunk', 'festival', 'ice sculpture', 'frozen', 'child', 'anime']",2018
The Secret Life of Pets,False,"['Adventure', 'Comedy', 'Animation', 'Family']",en,14.828,86,6.271,7776,"['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart', 'Jenny Slate']",['Chris Renaud'],"['bunny', 'pet', 'anthropomorphism', 'dog', 'animal', 'apartment building', 'sewer', 'terrier', 'manhattan, new york city', 'rodent', 'pets', 'mongrel']",2016
The Secret Garden,False,"['Drama', 'Family', 'Fantasy']",en,14.827,102,7.408,836,"['Kate Maberly', 'Heydon Prowse', 'Andrew Knott', 'Maggie Smith']",['Agnieszka Holland'],"['based on novel or book', 'servant', 'garden', 'uncle', 'yorkshire', 'little girl', 'orphan', 'woman director', 'old mansion', 'english garden']",1993
That Thing You Do!,False,"['Comedy', 'Drama', 'Romance', 'Music']",en,14.825,108,6.9,772,"['Tom Hanks', 'Tom Everett Scott', 'Liv Tyler', 'Johnathon Schaech']",['Tom Hanks'],"['pop star', 'pennsylvania, usa', 'record label', 'recording studio', 'battle of the bands', '1960s', 'one hit wonder']",1996
Mi prima la sexóloga,False,['Comedy'],es,14.823,104,6.9,361,"['Stephanie Herela', 'Andrés Salvatierra', 'Majelo Quiróz', 'Kimberly Aguilera']",['Miguel Chávez'],['eroticism'],2016
The Indian in the Cupboard,False,"['Adventure', 'Family', 'Fantasy']",en,14.818,96,6.434,587,"['Hal Scardino', 'Litefoot', 'Lindsay Crouse', 'Richard Jenkins']",['Frank Oz'],"['based on novel or book', 'cupboard', 'games', 'puppet', ""based on children's book"", 'parallel world', 'toy comes to life', 'toy soldier']",1995
Science Fiction Volume One: The Osiris Child,False,['Science Fiction'],en,14.817,95,5.573,456,"['Kellan Lutz', 'Daniel MacPherson', 'Isabel Lucas', 'Luke Ford']",['Shane Abbess'],"['space', 'colonisation', 'creature']",2016
KAYAK,False,[],en,14.816,4,0.0,0,"['Ricardo Declercq', 'Manos Siozos', 'Mauro Poissonnier']",['Wouter De Paepe'],[],2024
Nice Sister-In-Law 2,False,['Romance'],ko,14.815,72,6.2,5,"['Lee Chae-dam', 'Jin Joo', 'Hae Il', 'Jo Wan-jin']",['Kwak Young-geun'],['softcore'],2017
The Marine 2,False,['Action'],en,14.811,95,5.925,193,"['Ted DiBiase Jr.', 'Lara Cox', 'Able Wanamakok', 'Kelly B. Jones']",['Roel Reiné'],"['sniper', 'sequel', 'marine']",2009
Black Emanuelle,False,"['Drama', 'Romance', 'Adventure']",it,14.81,96,4.9,79,"['Laura Gemser', 'Karin Schubert', 'Angelo Infanti', 'Isabelle Marchall']",['Bitto Albertini'],"['photographer', 'africa', 'voyeur', 'erotic movie']",1975
Emanuelle and the Last Cannibals,False,"['Adventure', 'Horror']",it,14.81,93,5.0,92,"['Laura Gemser', 'Gabriele Tinti', 'Nieves Navarro', ""Donald O'Brien""]","[""Joe D'Amato""]","['sadism', 'exploitation', 'jungle', 'sanitarium', 'brutality', 'ape', 'cannibal', 'lesbian sex', 'erotic movie']",1977
Ghost Lab,False,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",th,14.809,117,6.425,113,"['Thanapob Leeratanakachorn', 'Paris Intarakomalyasut', 'Nuttanicha Dungwattanawanich', 'Suquan Bulakul']",['Paween Purijitpanya'],"['paranormal investigation', 'ghost']",2021
Dream House,False,"['Mystery', 'Drama', 'Thriller']",en,14.809,84,6.143,1297,"['Daniel Craig', 'Naomi Watts', 'Rachel Weisz', 'Marton Csokas']",['Jim Sheridan'],"['house fire', 'extension ladder', 'last day on job']",2011
The Rocker,False,"['Comedy', 'Music']",en,14.808,102,6.014,552,"['Rainn Wilson', 'Teddy Geiger', 'Josh Gad', 'Emma Stone']",['Peter Cattaneo'],"[""rock 'n' roll"", '1970s', 'drums', 'groupie', 'heavy metal', 'headbanging']",2008
Gone Mom: The Disappearance of Jennifer Dulos,False,"['TV Movie', 'Thriller', 'Crime']",en,14.807,88,7.779,226,"['Annabeth Gish', 'Warren Christie', 'Laura Harris', 'Kendra Westwood']",['Gail Harvey'],[],2021
Full Speed,False,"['Family', 'Comedy', 'Action']",fr,14.807,91,6.012,602,"['José Garcia', 'André Dussollier', 'Caroline Vigneaux', 'Charlotte Gabris']",['Nicolas Benamou'],"['family relationships', 'driving a car', 'road movie', 'smart car', 'new car', 'failed brakes', 'french police', 'high speed']",2016
Breaking,False,"['Crime', 'Drama', 'Thriller']",en,14.806,103,6.634,131,"['John Boyega', 'Michael Kenneth Williams', 'Nicole Beharie', 'Connie Britton']",['Abi Damaris Corbin'],"['war veteran', 'bank', 'hostage situation', 'woman director']",2022
Richie Rich's Christmas Wish,False,"['Family', 'Comedy', 'Fantasy']",en,14.806,84,4.8,95,"['David Gallagher', 'Eugene Levy', 'Keene Curtis', 'Jake Richardson']",['John Murlowski'],['christmas'],1998
Grease 2,False,"['Comedy', 'Music', 'Romance']",en,14.805,115,5.116,640,"['Maxwell Caulfield', 'Michelle Pfeiffer', 'Lorna Luft', 'Maureen Teefy']",['Patricia Birch'],"['musical', 'talent show', 'motorcycle', 'woman director']",1982
The Hunchback of Notre Dame,False,"['Drama', 'History', 'Horror']",fr,14.803,115,6.641,96,"['Gina Lollobrigida', 'Anthony Quinn', 'Alain Cuny', 'Jean Danet']",['Jean Delannoy'],"['paris, france', 'gypsy', 'obsession', 'cathedral', 'false accusations', 'hunchback']",1956
X-Deal 2,False,['Drama'],tl,14.802,110,7.3,7,"['Angela Morena', 'Robb Guinto', 'Josef Elizalde', 'Kedebon Colim']",['Lawrence Fajardo'],[],2022
Young Mom,False,['Romance'],ko,14.802,80,1.0,1,"['Ha Jin', 'Min Do-yoon', 'Park Hyun-jung']",['Kye Jang-hyuk'],['softcore'],2017
Miss Bala,False,['Action'],en,14.802,104,6.374,497,"['Gina Rodriguez', 'Ismael Cruz Córdova', 'Aislinn Derbez', 'Matt Lauria']",['Catherine Hardwicke'],"['mexico', 'corruption', 'remake', 'mob boss', 'beauty queen']",2019
Of Love and Shadows,False,['Drama'],en,14.801,103,5.151,76,"['Jennifer Connelly', 'Antonio Banderas', 'Stefania Sandrelli', 'Diego Wallraff']",['Betty Kaplan'],"['dictatorship', 'woman reporter', 'torture', 'woman director']",1994
Vicini di casa,False,['Comedy'],it,14.8,83,5.556,81,"['Claudio Bisio', 'Vittoria Puccini', 'Valentina Lodovini', 'Vinicio Marchioni']",['Paolo Costella'],['swinger'],2022
Eiffel,False,"['Romance', 'Drama']",fr,14.8,108,6.282,607,"['Romain Duris', 'Emma Mackey', 'Pierre Deladonchamps', 'Armande Boulanger']",['Martin Bourboulon'],"['paris, france', 'eiffel tower, paris', '19th century', ""world's fair"", 'tour eiffel']",2021
Shaft,False,"['Action', 'Crime']",en,14.8,111,6.5,1610,"['Samuel L. Jackson', 'Jessie T. Usher', 'Regina Hall', 'Alexandra Shipp']",['Tim Story'],"['sequel', 'shootout', 'drug lord', 'reboot', 'death of friend']",2019
"Sex, Love & Therapy",False,"['Comedy', 'Romance']",fr,14.8,88,5.477,279,"['Sophie Marceau', 'Patrick Bruel', 'Alexia Barlier', 'André Wilms']",['Tonie Marshall'],['woman director'],2014
My Big Fat Greek Wedding 2,False,"['Romance', 'Comedy']",en,14.799,94,5.972,958,"['Nia Vardalos', 'John Corbett', 'Elena Kampouris', 'Michael Constantine']",['Kirk Jones'],"['married couple', 'greece', 'greek', 'sequel', 'wedding', 'family problems', 'meddling parents', 'close-knit family']",2016
Stealing Beauty,False,"['Drama', 'Romance']",en,14.799,116,6.714,522,"['Liv Tyler', 'Sinéad Cusack', 'Jeremy Irons', 'Jason Flemyng']",['Bernardo Bertolucci'],"['adultery', 'virgin', 'friendship', 'italy', 'poem', 'artist', 'diary', 'romance', 'coming of age', 'joy of life', 'summer', 'kissing', 'first love', 'tuscany, italy', 'sexual awakening', 'sculptor', 'feelings', 'father daughter relationship', 'loss of mother', 'rural', 'terminal disease']",1996
A Beautiful Day in the Neighborhood,False,"['Drama', 'History']",en,14.798,109,6.993,1491,"['Matthew Rhys', 'Tom Hanks', 'Chris Cooper', 'Susan Kelechi Watson']",['Marielle Heller'],"['journalist', 'friendship', 'male friendship', 'biography', 'based on true story', 'breaking the fourth wall', 'kindness', 'estranged father', '1990s', 'hand puppet', 'based on magazine, newspaper or article', 'tv show', 'television host']",2019
Departing Seniors,False,"['Comedy', 'Horror']",en,14.797,85,8.0,1,"['Ignacio Diaz-Silverio', 'Ireon Roach', 'Yani Gellman', 'Lorena Diaz']",['Clare Cooney'],"['high school', 'bullying', 'premonition', 'murder', 'clique', 'horror comedy', 'gay teenager']",2024
Living with Chucky,False,['Documentary'],en,14.797,100,6.4,14,"['Brad Dourif', 'Fiona Dourif', 'Alex Vincent', 'Jennifer Tilly']",['Kyra Elise Gardner'],[],2022
Prayers for Bobby,False,"['Drama', 'History', 'TV Movie']",en,14.797,90,8.062,548,"['Ryan Kelley', 'Sigourney Weaver', 'Henry Czerny', 'Dan Butler']",['Russell Mulcahy'],"['coming out', 'suicide', 'based on novel or book', 'parent child relationship', 'homophobia', 'christianity', 'intolerance', 'based on true story', 'grief', 'male homosexuality', 'religion', 'tragic event', 'lgbt', 'death of son', 'teen suicide', 'lgbt activist', 'religious intolerance', 'death of a loved one', 'gay theme']",2009
Santa Claus: The Movie,False,"['Family', 'Fantasy', 'Adventure']",en,14.797,108,6.295,249,"['Dudley Moore', 'John Lithgow', 'David Huddleston', 'Burgess Meredith']",['Jeannot Szwarc'],"['holiday', 'christmas']",1985
It Happened One Night,False,"['Comedy', 'Romance']",en,14.797,105,7.842,1138,"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns']",['Frank Capra'],"['newspaper', 'miami, florida', 'marriage', 'reporter', 'black and white', 'screwball comedy', 'socialite', 'pre-code', 'based on short story', 'screwball', 'hitchhiking', 'road movie', 'rich girl', 'brat', 'trains']",1934
Balto II: Wolf Quest,False,"['Family', 'Animation', 'Adventure']",en,14.796,75,6.251,500,"['Maurice LaMarche', 'Jodi Benson', 'Lacey Chabert', 'David Carradine']",['Phil Weinstein'],[],2002
Think Like a Man Too,False,"['Comedy', 'Romance']",en,14.791,105,6.433,528,"['Kevin Hart', 'Michael Ealy', 'Jerry Ferrara', 'Meagan Good']",['Tim Story'],[],2014
The Return of Swamp Thing,False,"['Horror', 'Science Fiction']",en,14.789,84,5.63,227,"['Louis Jourdan', 'Heather Locklear', 'Sarah Douglas', 'Dick Durock']",['Jim Wynorski'],"['swamp', 'based on comic']",1989
A Flintstone Christmas,False,"['Animation', 'TV Movie', 'Comedy', 'Family']",en,14.787,48,6.722,54,"['Henry Corden', 'Mel Blanc', 'Jean Vander Pyl', 'Gay Autterson']",['Charles A. Nichols'],"['holiday', 'santa claus', 'family relationships', 'alternate history', 'anachronism', 'christmas']",1977
Steins;Gate: The Movie - Load Region of Déjà Vu,False,"['Science Fiction', 'Animation', 'Drama']",ja,14.786,90,7.602,305,"['Mamoru Miyano', 'Asami Imai', 'Tomokazu Seki', 'Kana Hanazawa']",['Kanji Wakabayashi'],"['time travel', 'mad scientist', 'anime', 'steins gate']",2013
